Time TermienWest TermienEast Boxbergheide Winterslag OudWinterslag ZwartbergSouth ZwartbergNWest ZwartbergNEast WaterscheiGarden Total
"2014-02-07 02:00:00" 6540297.809375 8602596.5 25148594.6125 29524250.85 3827864.2010742202 10310066.59375 5686332.6953125 8075012.275 34348841.8 132063857.33701162
"2014-02-07 03:00:00" 6540057.805078125 8552135.23125 25148594.62158203 29309705.35 3623465.8635742203 10033618.34375 5686332.733078766 7988112.4625 34167869.825 131049892.23581305
"2014-02-07 04:00:00" 6540057.805078125 8522052.125 24073231.921582032 29358419.7 3623465.8635742203 10033618.34375 5686332.733078766 7900886.415625 34427196.975 130165261.88268805
"2014-02-07 05:00:00" 6486440.373828125 8402672.8 24003737.234082032 28751762.1125 3623465.8635742203 10156330.16875 5644931.320578766 7729988.6125 33692158.0125 128491486.49831304
"2014-02-07 06:00:00" 6287691.323828125 8049011.95 23313894.934082814 27796554.0875 3622556.703125 10156330.16875 5391045.070578766 7362767.75625 32199064.8125 124178916.80661461
"2014-02-07 07:00:00" 5910117.79882821 7513090.2 21707506.834082875 26194792.5625 3440750.328125 9606652.26875 5003807.995578766 6906258.0984375 30143662.65625 116426638.74255225
"2014-02-07 08:00:00" 5465317.34882821 6963405.715625 19667294.234082874 24586210.3125 3182515.278125 9102498.81875 4545702.295578766 6346792.5046875 27906640.03125 107766376.53942725
"2014-02-07 09:00:00" 5006049.74882821 6564944.715625 17782643.434082873 22929648.4125 2906693.178125 8239912.51875 4136002.270578766 5919704.7421875 26016030.23125 99501629.25192726
"2014-02-07 10:00:00" 4598208.14882821 6063905.053125 15775947.459082875 21715746.8125 2639943.9531249986 7566446.56875 3789556.520578766 5640209.4421875 24617759.03125 92407722.98942725
"2014-02-07 11:00:00" 4371300.14882821 5823614.028125 14583692.759082874 20828107.3125 2409594.1531249983 7133277.99375 3547245.945578766 5531979.1421875 24039902.63125 88268714.11442725
"2014-02-07 12:00:00" 4320637.79882821 5820500.078125 14135296.359082874 20594112.8125 2313808.0906249983 6908012.04375 3478872.770578766 5446834.1671875 23638624.33125 86656698.45192726
"2014-02-07 13:00:00" 4293275.54882821 5721885.378125 13897318.059082875 20581375.2125 2262424.1156249987 6788205.44375 3497042.270578766 5401308.1171875 23397246.93125 85840081.07692726
"2014-02-07 14:00:00" 4224186.94882821 5654513.778125 13971932.559082875 20634054.2125 2211759.8156249984 6691913.79375 3483359.570578766 5393664.7671875 23463723.93125 85729109.37692726
"2014-02-07 15:00:00" 4131469.57382821 5669752.228125 13985792.059082875 20718469.8125 2149154.7281249985 6528244.59375 3450468.495578766 5426245.1171875 23553450.33125 85613046.93942726
"2014-02-07 16:00:00" 4076601.37382821 5703389.928125 13775951.659082875 20745405.2125 2096782.4156249985 6415479.49375 3394328.870578766 5447877.2671875 23669404.13125 85325220.35192725
